Epoch,Batch,Phase,Loss,Accuracy
3,330,Train,0.6911493122577668,81.25
3,340,Train,0.675489217042923,80.390625
3,350,Train,0.6705723434686661,81.484375
3,360,Train,0.6823838859796524,78.75
3,370,Train,0.6550366401672363,80.9375
3,380,Train,0.7193865269422531,79.0625
3,390,Train,0.7124039024114609,79.84375
3,400,Train,0.7408882141113281,78.984375
3,410,Train,0.787890100479126,78.984375
3,10,Validation,1.7103580713272095,59.06249999999999
3,20,Validation,1.6215763092041016,60.0
3,30,Validation,1.6933581590652467,59.06249999999999
3,40,Validation,1.6904945492744445,59.29687500000001
3,50,Validation,1.8045058965682983,56.25
3,60,Validation,1.7931868076324462,56.95312500000001
3,70,Validation,1.8323448657989503,55.3125
3,80,Validation,1.8252641081809997,57.03125
3,90,Validation,1.6914142847061158,58.203125
3,100,Validation,1.7710607290267943,56.32812499999999
3,110,Validation,1.7629984378814698,57.65625
3,120,Validation,1.820173978805542,55.234375
3,130,Validation,1.637193739414215,59.140625
3,140,Validation,1.6713985085487366,58.67187499999999
3,150,Validation,1.6531322360038758,58.4375
3,160,Validation,1.6537697076797486,58.67187499999999
3,170,Validation,1.764515793323517,58.28124999999999
4,10,Train,0.4135330468416214,88.90625
4,20,Train,0.38852524757385254,88.4375
4,30,Train,0.37447411715984347,90.0
4,40,Train,0.3804031237959862,89.53125
4,50,Train,0.30673840790987017,92.1875
4,60,Train,0.31957294046878815,91.09375
4,70,Train,0.30703162848949433,92.1875
4,80,Train,0.29291698932647703,92.34375
4,90,Train,0.32113123685121536,91.25
4,100,Train,0.28782396763563156,90.9375
4,110,Train,0.32326898276805877,90.703125
4,120,Train,0.3026722341775894,91.328125
4,130,Train,0.34841428995132445,90.0
4,140,Train,0.35103841722011564,90.078125
4,150,Train,0.3832876145839691,88.4375
4,160,Train,0.3832427993416786,90.0
4,170,Train,0.3567470729351044,90.859375
4,180,Train,0.36121028661727905,88.984375
4,190,Train,0.3328496515750885,89.296875
4,200,Train,0.3619935005903244,90.078125
4,210,Train,0.36900085508823394,89.140625
4,220,Train,0.3495765864849091,90.078125
4,230,Train,0.4094873756170273,88.828125
4,240,Train,0.3804668128490448,88.359375
4,250,Train,0.35027248710393905,90.15625
4,260,Train,0.46284652650356295,86.171875
4,270,Train,0.35351582467556,89.375
4,280,Train,0.41071881353855133,87.65625
4,290,Train,0.423567396402359,87.8125
4,300,Train,0.4107885271310806,88.203125
4,310,Train,0.45952059924602506,87.96875
4,320,Train,0.41920700669288635,87.109375
4,330,Train,0.4193423390388489,87.109375
4,340,Train,0.45020727813243866,87.65625
4,350,Train,0.39461603462696077,88.90625
4,360,Train,0.41228957176208497,88.28125
4,370,Train,0.4166067913174629,87.578125
4,380,Train,0.4656632781028748,85.78125
4,390,Train,0.38495558202266694,88.359375
4,400,Train,0.4180604010820389,87.578125
4,410,Train,0.4091243088245392,86.953125
4,10,Validation,1.567341411113739,64.21875
4,20,Validation,1.410309374332428,65.15625
4,30,Validation,1.5209809780120849,63.20312500000001
4,40,Validation,1.4890288233757019,64.53125
4,50,Validation,1.6069057941436768,61.40624999999999
4,60,Validation,1.576510500907898,60.85937500000001
4,70,Validation,1.5272167682647706,62.890625
4,80,Validation,1.5747129797935486,63.828125
4,90,Validation,1.5403748035430909,61.875
4,100,Validation,1.5913862228393554,62.65625
4,110,Validation,1.536043918132782,63.046875
4,120,Validation,1.669694221019745,61.484375
4,130,Validation,1.4108447074890136,64.21875
4,140,Validation,1.4960700273513794,63.74999999999999
4,150,Validation,1.404082465171814,65.15625
4,160,Validation,1.4901676654815674,62.890625
4,170,Validation,1.5672923564910888,62.42187500000001
5,10,Train,0.2473359599709511,92.96875
5,20,Train,0.22349019199609757,94.453125
5,30,Train,0.20696842968463897,94.296875
5,40,Train,0.2004915177822113,95.0
5,50,Train,0.16995633393526077,95.9375
5,60,Train,0.1653801180422306,95.78125
5,70,Train,0.22034292444586753,94.53125
5,80,Train,0.17079609706997873,95.703125
5,90,Train,0.16138460040092467,95.625
5,100,Train,0.17020756229758263,96.015625
5,110,Train,0.1744033597409725,95.078125
5,120,Train,0.1665698617696762,95.46875
5,130,Train,0.17719027176499366,94.6875
5,140,Train,0.17396153658628463,95.390625
5,150,Train,0.1512603245675564,96.171875
5,160,Train,0.1817138448357582,94.765625
5,170,Train,0.17939604967832565,95.15625
5,180,Train,0.16487990468740463,95.234375
5,190,Train,0.18109192848205566,95.078125
5,200,Train,0.1837729409337044,94.375
5,210,Train,0.19435814172029495,94.921875
5,220,Train,0.16648102849721907,95.546875
5,230,Train,0.19455500319600105,94.921875
5,240,Train,0.19064632356166838,95.078125
5,250,Train,0.20248040556907654,94.84375
5,260,Train,0.18873363435268403,94.765625
5,270,Train,0.18417706191539765,94.375
5,280,Train,0.2013218253850937,94.921875
5,290,Train,0.195277039706707,94.921875
5,300,Train,0.17114723697304726,95.3125
5,310,Train,0.1866345725953579,94.84375
5,320,Train,0.20125278383493422,94.453125
5,330,Train,0.2107354536652565,94.0625
5,340,Train,0.1901310533285141,94.84375
5,350,Train,0.21957475766539575,93.75
5,360,Train,0.18627230152487756,95.0
5,370,Train,0.1996126353740692,93.59375
5,380,Train,0.1817553922533989,94.296875
5,390,Train,0.19663074016571044,94.609375
5,400,Train,0.20730510950088502,93.671875
5,410,Train,0.22895780801773072,93.046875
5,10,Validation,1.5133516550064088,66.015625
5,20,Validation,1.330377560853958,68.90625
5,30,Validation,1.4775809049606323,66.484375
5,40,Validation,1.480565083026886,65.78125
5,50,Validation,1.596212875843048,64.0625
5,60,Validation,1.6120738506317138,64.21875
5,70,Validation,1.5395283222198486,65.234375
5,80,Validation,1.594418227672577,65.546875
5,90,Validation,1.4619857788085937,65.15625
5,100,Validation,1.5238772749900817,63.74999999999999
5,110,Validation,1.5241623044013977,65.546875
5,120,Validation,1.5833234310150146,63.046875
5,130,Validation,1.4761629939079284,65.15625
5,140,Validation,1.4667370676994325,66.796875
5,150,Validation,1.4366695284843445,67.421875
5,160,Validation,1.5046571373939515,65.3125
5,170,Validation,1.5600284814834595,65.078125
6,10,Train,0.12376731559634209,97.265625
6,20,Train,0.12213080227375031,97.265625
6,30,Train,0.09933650270104408,97.5
6,40,Train,0.1122532144188881,96.5625
6,50,Train,0.10167407020926475,97.8125
6,60,Train,0.10338013544678688,97.890625
6,70,Train,0.07965029515326023,98.359375
6,80,Train,0.09236389100551605,97.8125
6,90,Train,0.0845302227884531,98.4375
6,100,Train,0.07554711364209651,98.359375
6,110,Train,0.0991329424083233,97.734375
6,120,Train,0.0769017081707716,98.515625
6,130,Train,0.07614212147891522,98.125
6,140,Train,0.07348133027553558,98.125
6,150,Train,0.06560620553791523,98.671875
6,160,Train,0.07889332175254822,98.28125
6,170,Train,0.0663604710251093,98.203125
6,180,Train,0.07626311592757702,98.28125
6,190,Train,0.08321290090680122,97.8125
6,200,Train,0.07076161466538906,98.125
6,210,Train,0.08790475018322468,97.8125
6,220,Train,0.0807015422731638,98.125
6,230,Train,0.07993828058242798,98.046875
6,240,Train,0.09447256028652191,98.046875
6,250,Train,0.0815394964069128,98.203125
6,260,Train,0.07345287017524242,98.203125
6,270,Train,0.07698297053575516,98.59375
6,280,Train,0.0745414711534977,98.125
6,290,Train,0.08742462955415249,97.8125
6,300,Train,0.07101154252886772,98.59375
6,310,Train,0.08549901396036148,98.359375
6,320,Train,0.06447182595729828,98.828125
6,330,Train,0.090822346881032,97.578125
6,340,Train,0.07313007824122905,98.046875
6,350,Train,0.0877217024564743,97.734375
6,360,Train,0.08786778561770917,97.5
6,370,Train,0.09318060353398323,97.65625
6,380,Train,0.10485922507941722,97.03125
6,390,Train,0.092074553668499,97.96875
6,400,Train,0.08128504566848278,98.125
6,410,Train,0.09826081469655037,97.65625
6,10,Validation,1.4836766719818115,68.046875
6,20,Validation,1.287454104423523,71.5625
6,30,Validation,1.4490824460983276,67.8125
6,40,Validation,1.450862717628479,69.453125
6,50,Validation,1.5109272122383117,65.9375
6,60,Validation,1.5266858339309692,67.8125
6,70,Validation,1.4151002526283265,68.359375
6,80,Validation,1.4994765877723695,67.734375
6,90,Validation,1.4308154463768006,69.84375
6,100,Validation,1.4207142829895019,67.890625
6,110,Validation,1.4617752075195312,68.515625
6,120,Validation,1.5236453771591187,66.09375
6,130,Validation,1.372864007949829,68.359375
6,140,Validation,1.4349802732467651,67.96875
6,150,Validation,1.3279552578926086,70.234375
6,160,Validation,1.4348494470119477,69.21875
6,170,Validation,1.5386489510536194,66.25
7,10,Train,0.056083601154387,98.671875
7,20,Train,0.05803558826446533,98.75
7,30,Train,0.045618874579668046,99.296875
7,40,Train,0.05274860002100468,99.140625
7,50,Train,0.04120867382735014,98.984375
7,60,Train,0.037952853552997115,99.53125
7,70,Train,0.04126966558396816,99.21875
7,80,Train,0.041201012395322326,99.296875
7,90,Train,0.03442050945013762,99.453125
7,100,Train,0.036727631278336045,99.375
7,110,Train,0.031321892607957126,99.296875
7,120,Train,0.031787939928472043,99.296875
7,130,Train,0.03147134017199278,99.375
7,140,Train,0.028546396270394327,99.53125
7,150,Train,0.033016478084027766,99.375
7,160,Train,0.03137309802696109,99.375
7,170,Train,0.02345262384042144,99.609375
7,180,Train,0.030436737276613713,99.53125
7,190,Train,0.024632539693266155,99.765625
7,200,Train,0.03072034353390336,99.375
7,210,Train,0.030901314131915568,99.453125
7,220,Train,0.03520126584917307,99.0625
7,230,Train,0.02583061084151268,99.609375
7,240,Train,0.027407337352633475,99.375
7,250,Train,0.026880075968801976,99.453125
7,260,Train,0.029338773153722287,99.53125
7,270,Train,0.02006799913942814,99.765625
7,280,Train,0.02624916397035122,99.765625
7,290,Train,0.023652536142617465,99.765625
7,300,Train,0.021998226922005416,99.765625
7,310,Train,0.026720672845840454,99.609375
7,320,Train,0.022541724517941474,99.609375
7,330,Train,0.021929873153567314,99.609375
7,340,Train,0.026056097727268933,99.6875
7,350,Train,0.025512488931417464,99.453125
7,360,Train,0.025918298121541738,99.375
7,370,Train,0.02721824198961258,99.453125
7,380,Train,0.03141029141843319,99.140625
7,390,Train,0.030472300574183465,99.453125
7,400,Train,0.026779926382005215,99.6875
7,410,Train,0.022746273688971995,99.6875
7,10,Validation,1.4930585265159606,68.984375
7,20,Validation,1.25947704911232,72.421875
7,30,Validation,1.3208989024162292,71.25
7,40,Validation,1.3769164204597473,72.03125
7,50,Validation,1.4642301440238952,68.671875
7,60,Validation,1.4574609279632569,69.296875
7,70,Validation,1.4439693093299866,68.359375
7,80,Validation,1.4349934339523316,70.15625
7,90,Validation,1.3572643041610717,70.546875
7,100,Validation,1.4574439764022826,68.671875
7,110,Validation,1.3935359835624694,71.015625
7,120,Validation,1.5176666378974915,66.875
7,130,Validation,1.3477016925811767,69.0625
7,140,Validation,1.4234131932258607,70.859375
7,150,Validation,1.305020809173584,71.40625
7,160,Validation,1.3702295541763305,69.609375
7,170,Validation,1.4345886647701263,69.453125
8,10,Train,0.012773468857631087,99.921875
8,20,Train,0.01159481513313949,100.0
8,30,Train,0.011013984074816107,99.921875
8,40,Train,0.010914313513785601,99.921875
8,50,Train,0.007402956252917647,100.0
8,60,Train,0.009432845888659358,99.84375
8,70,Train,0.007410790538415313,100.0
8,80,Train,0.00909542771987617,99.921875
8,90,Train,0.008144482132047414,99.921875
8,100,Train,0.008112466847524046,100.0
8,110,Train,0.008948658965528012,99.84375
8,120,Train,0.007002683635801077,100.0
8,130,Train,0.009496416337788105,100.0
8,140,Train,0.008718145592138172,99.921875
8,150,Train,0.0059435386443510655,100.0
8,160,Train,0.006859206734225154,100.0
8,170,Train,0.008289446658454835,100.0
8,180,Train,0.00588372889906168,100.0
8,190,Train,0.006290196580812335,100.0
8,200,Train,0.011565378354862332,99.921875
8,210,Train,0.007417147234082222,100.0
8,220,Train,0.010711529571563006,99.765625
8,230,Train,0.007701679691672325,99.921875
8,240,Train,0.006075921095907688,100.0
8,250,Train,0.0061900241300463675,100.0
8,260,Train,0.008077875664457678,100.0
8,270,Train,0.007571340212598443,99.921875
8,280,Train,0.008351070270873607,99.921875
8,290,Train,0.005041722557507455,100.0
8,300,Train,0.005954209831543267,100.0
8,310,Train,0.005442929128184915,100.0
8,320,Train,0.007813943596556783,100.0
8,330,Train,0.009738069772720338,99.921875
8,340,Train,0.0055460237432271246,100.0
8,350,Train,0.005560539150610566,100.0
8,360,Train,0.005329176248051226,100.0
8,370,Train,0.005121600371785462,100.0
8,380,Train,0.005476189218461514,99.921875
8,390,Train,0.005143073503859341,100.0
8,400,Train,0.006189376884140074,100.0
8,410,Train,0.005996848922222853,99.921875
8,10,Validation,1.3828781843185425,70.546875
8,20,Validation,1.1638000547885894,74.21875
8,30,Validation,1.2615302443504333,72.109375
8,40,Validation,1.267473030090332,73.203125
8,50,Validation,1.380043137073517,69.375
8,60,Validation,1.3881380438804627,71.875
8,70,Validation,1.3343940854072571,71.171875
8,80,Validation,1.396039855480194,71.484375
8,90,Validation,1.2762327194213867,71.875
8,100,Validation,1.3648057162761689,70.859375
8,110,Validation,1.3374864339828492,72.890625
8,120,Validation,1.4000164031982423,70.15625
8,130,Validation,1.2662923872470855,72.109375
8,140,Validation,1.341324806213379,71.5625
8,150,Validation,1.2097872257232667,74.375
8,160,Validation,1.3288695216178894,72.578125
8,170,Validation,1.4206887006759643,70.3125
9,10,Train,0.003303118352778256,100.0
9,20,Train,0.007172175217419863,99.84375
9,30,Train,0.00331013728864491,100.0
9,40,Train,0.003587262867949903,100.0
9,50,Train,0.0032975941896438597,100.0
9,60,Train,0.0029664529720321298,100.0
9,70,Train,0.0030594146926887335,100.0
9,80,Train,0.00336162899620831,100.0
9,90,Train,0.003313595976214856,100.0
9,100,Train,0.003308033151552081,100.0
9,110,Train,0.002853791613597423,100.0
9,120,Train,0.002818355499766767,100.0
9,130,Train,0.003179335210006684,100.0
9,140,Train,0.004523597052320838,99.921875
9,150,Train,0.002745124395005405,100.0
9,160,Train,0.0028013727744109927,100.0
9,170,Train,0.0030120368232019246,100.0
9,180,Train,0.0028490844066254794,100.0
9,190,Train,0.0025497291469946505,100.0
9,200,Train,0.002506773394998163,100.0
9,210,Train,0.0024105699849314988,100.0
9,220,Train,0.0029149027075618507,100.0
9,230,Train,0.0025423209881410003,100.0
9,240,Train,0.002612090378534049,100.0
9,250,Train,0.0027475397917442025,100.0
9,260,Train,0.002700945781543851,100.0
9,270,Train,0.00709789915708825,99.921875
9,280,Train,0.0027252411702647803,100.0
9,290,Train,0.0024653977365233005,100.0
9,300,Train,0.0025074573350138962,100.0
9,310,Train,0.002367945236619562,100.0
9,320,Train,0.002501522353850305,100.0
9,330,Train,0.0021267927368171513,100.0
9,340,Train,0.002391560038086027,100.0
9,350,Train,0.0033550122170709074,100.0
9,360,Train,0.004704752762336284,99.921875
9,370,Train,0.002363300428260118,100.0
9,380,Train,0.002584632148500532,100.0
9,390,Train,0.0025262969080358743,100.0
9,400,Train,0.0023340132902376354,100.0
9,410,Train,0.003237631486263126,99.921875
9,10,Validation,1.3802870869636537,70.859375
9,20,Validation,1.139341986179352,75.15625
9,30,Validation,1.220420902967453,73.046875
9,40,Validation,1.256468915939331,73.828125
9,50,Validation,1.375178587436676,70.859375
9,60,Validation,1.3799793004989624,72.1875
9,70,Validation,1.3269497990608214,72.109375
9,80,Validation,1.3788533568382264,71.953125
9,90,Validation,1.253373146057129,72.03125
9,100,Validation,1.3491580426692962,70.9375
9,110,Validation,1.3346369028091432,72.8125
9,120,Validation,1.4042356491088868,70.625
9,130,Validation,1.245942521095276,72.421875
9,140,Validation,1.3140995740890502,73.046875
9,150,Validation,1.2190049648284913,74.140625
9,160,Validation,1.3178789079189301,73.4375
9,170,Validation,1.4078368663787841,70.78125
10,10,Train,0.0018202849198132754,100.0
10,20,Train,0.0018492163624614477,100.0
10,30,Train,0.001811312709469348,100.0
10,40,Train,0.0018860126845538616,100.0
10,50,Train,0.0018141266889870166,100.0
10,60,Train,0.001936781476251781,100.0
10,70,Train,0.0015596904093399643,100.0
10,80,Train,0.0018596605048514902,100.0
10,90,Train,0.0017485626507550479,100.0
10,100,Train,0.002031220658682287,100.0
10,110,Train,0.0017126992694102227,100.0
10,120,Train,0.00161014060722664,100.0
10,130,Train,0.0017973312409594656,100.0
10,140,Train,0.001522858685348183,100.0
10,150,Train,0.0018266262544784696,100.0
10,160,Train,0.002211572241503745,100.0
10,170,Train,0.0015691697248257697,100.0
10,180,Train,0.001714749401435256,100.0
10,190,Train,0.0015240257373079658,100.0
10,200,Train,0.0047774715581908826,99.921875
10,210,Train,0.0016178440651856362,100.0
10,220,Train,0.0018057411652989686,100.0
10,230,Train,0.0017467551631852984,100.0
10,240,Train,0.0015345735475420952,100.0
10,250,Train,0.0017705149948596954,100.0
10,260,Train,0.001580454409122467,100.0
10,270,Train,0.0016657612868584692,100.0
10,280,Train,0.0016228246153332294,100.0
10,290,Train,0.004216079693287611,99.921875
10,300,Train,0.0016985878522973509,100.0
10,310,Train,0.0020048879203386607,100.0
10,320,Train,0.0015244319918565452,100.0
10,330,Train,0.0019684138824231923,100.0
10,340,Train,0.0018331512226723134,100.0
10,350,Train,0.0018086188472807407,100.0
10,360,Train,0.0014072121353819965,100.0
10,370,Train,0.0015066106687299907,100.0
10,380,Train,0.001562782027758658,100.0
10,390,Train,0.0015470679732970893,100.0
10,400,Train,0.0015114839188754559,100.0
10,410,Train,0.0013295107637532055,100.0
10,10,Validation,1.396954560279846,70.78125
10,20,Validation,1.1423763453960418,75.3125
10,30,Validation,1.226408314704895,72.8125
10,40,Validation,1.2649990320205688,73.4375
10,50,Validation,1.378889262676239,70.78125
10,60,Validation,1.4017560005187988,72.421875
10,70,Validation,1.3288556933403015,72.03125
10,80,Validation,1.3846126675605774,71.5625
10,90,Validation,1.2621270179748536,72.96875
10,100,Validation,1.3584637701511384,70.9375
10,110,Validation,1.3339558601379395,72.8125
10,120,Validation,1.403322660923004,70.234375
10,130,Validation,1.2386975944042207,72.1875
10,140,Validation,1.3400825619697572,73.046875
10,150,Validation,1.2213802218437195,74.453125
10,160,Validation,1.3271869242191314,73.75
10,170,Validation,1.4398798942565918,71.25
